tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg,is_duplicate
GEN-0309,Gentoo,44.2,16.96,211.9,4732.0,Adult,MALE,Dream South,Torgersen,2019-11-13,Healthy,PAPRI2019,yes,2019-11-09,False
UNKNOWN,Gentoo,43.77,14.41,199.315,5438.0,Adult,FEMALE,Dream South,Dream,2024-07-16,Healthy,PAPRI2024,no,1900-01-01,False
UNKNOWN,Chinstrap,49.65,17.95,190.8,3291.348614038259,Chick,MALE,Dream South,Dream,2023-06-13,Underweight,PAPRI2023,yes,2023-06-09,False
UNKNOWN,Adelie,40.56,18.27,184.52,3245.0,Adult,FEMALE,Dream South,Dream,2024-08-18,Healthy,PAPRI2024,yes,2024-11-20,False
GEN-0311,Gentoo,47.17,15.16,222.0,2849.0,Chick,MALE,Torgersen North,Torgersen,2023-03-26,Underweight,PAPRI2023,no,1900-01-01,False
GEN-0312,Gentoo,46.28,13.53,205.8,5074.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Healthy,PAPRI2023,UNKNOWN,2023-10-09,True
CHN-0298,Chinstrap,46.42,17.02,187.2,3631.0,Adult,MALE,UNKNOWN,Dream,2021-03-16,Healthy,PAPRI2021,UNKNOWN,1900-01-01,False
ADE-0302,Adelie,37.45,18.77,198.5,2500.0,Chick,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2021,no,1900-01-01,True
CHN-0299,Chinstrap,51.89,19.74,196.2,3413.0,Adult,MALE,UNKNOWN,Dream,2021-10-10,UNKNOWN,PAPRI2021,yes,2021-09-30,False
GEN-0313,Gentoo,48.93,14.21,216.4,5742.18820876679,Adult,MALE,Torgersen North,Torgersen,2024-06-08,Sick,PAPRI2024,no,1900-01-01,False
ADE-0303,Adelie,38.84,18.61,186.6,3422.0,UNKNOWN,MALE,Dream South,Dream,1900-01-01,Underweight,PAPRI2022,yes,2022-06-04,False
ADE-0304,Adelie,35.8,16.95,195.0,2500.0,Chick,MALE,Cormorant East,UNKNOWN,2022-11-03,Underweight,PAPRI2022,yes,2022-11-01,False
CHN-0300,Chinstrap,50.52,16.77,203.0,3249.0,Juvenile,MALE,Cormorant East,Cormorant,2020-06-17,Underweight,PAPRI2020,yes,2020-06-04,False
UNKNOWN,Gentoo,47.26,16.54,216.0,4379.0,Juvenile,MALE,Biscoe West,Biscoe,2020-10-12,Healthy,PAPRI2020,yes,2020-10-03,False
CHN-0301,Chinstrap,47.98,16.64,193.1,3525.0,Adult,FEMALE,Torgersen North,Torgersen,2021-03-11,UNKNOWN,PAPRI2021,yes,2021-03-11,False
GEN-0314,Gentoo,49.55,16.08,221.4,4077.0,Juvenile,MALE,Torgersen North,Torgersen,1900-01-01,Healthy,PAPRI2020,yes,2020-05-14,False
GEN-0315,Gentoo,51.8,15.14,205.2,4925.0,Adult,FEMALE,Dream South,Dream,2024-08-28,UNKNOWN,PAPRI2024,yes,2024-08-19,False
CHN-0302,Chinstrap,48.55,20.1,199.315,4015.0,Adult,FEMALE,Dream South,UNKNOWN,2022-05-21,UNKNOWN,PAPRI2022,yes,2022-05-21,False
UNKNOWN,Adelie,40.33,20.03,192.2,2500.0,Juvenile,UNKNOWN,Dream South,Dream,2020-05-05,Underweight,PAPRI2020,yes,2020-04-27,False
GEN-0316,Gentoo,45.16668133802817,17.485,218.5,5066.1,Adult,MALE,Cormorant East,Cormorant,2021-09-04,Healthy,PAPRI2021,yes,2021-08-26,False
ADE-0305,Adelie,43.34,17.07,199.315,2797.0,Juvenile,MALE,Biscoe West,Biscoe,2024-12-06,UNKNOWN,PAPRI2023,yes,2023-05-08,False
UNKNOWN,Adelie,37.77,17.485,191.9,3922.0,Adult,MALE,Biscoe West,Biscoe,2023-11-12,Healthy,PAPRI2023,yes,2023-10-30,False
GEN-0317,Gentoo,56.31,13.57,225.81,2583.6824158647005,Adult,MALE,Cormorant East,Cormorant,2022-08-31,Healthy,PAPRI2022,yes,2022-08-18,False
UNKNOWN,Gentoo,50.97,14.13,221.0,3671.0,Juvenile,FEMALE,Torgersen North,Torgersen,2021-01-15,Underweight,PAPRI2021,yes,2021-01-14,False
GEN-0318,Gentoo,44.64,15.42,214.0,4928.0,Adult,MALE,Torgersen North,Torgersen,2021-10-11,Healthy,PAPRI2021,yes,2021-10-10,False
UNKNOWN,Chinstrap,50.16,18.96,194.6,3057.0,Adult,FEMALE,Biscoe West,Biscoe,2021-01-13,Underweight,PAPRI2021,yes,2021-01-11,False
GEN-0319,Gentoo,48.54,15.39,229.4,5063.0,Adult,MALE,Torgersen North,Torgersen,2023-06-25,Healthy,PAPRI2023,no,1900-01-01,False
UNKNOWN,Chinstrap,48.79,18.48,197.7,2500.0,Chick,MALE,Dream South,Dream,2022-12-23,Underweight,UNKNOWN,yes,2022-12-20,False
UNKNOWN,Adelie,33.07,19.02,203.9,2500.0,Chick,FEMALE,UNKNOWN,Cormorant,1900-01-01,Underweight,PAPRI2024,yes,2024-01-04,True
UNKNOWN,Adelie,40.74,19.04,188.9,2500.0,Chick,MALE,Torgersen North,Torgersen,2020-02-27,Underweight,PAPRI2020,yes,2020-02-13,False
CHN-0303,UNKNOWN,45.18,19.82,202.1,3528.208452395227,Adult,MALE,Shortcut Point,Cormorant,2023-09-28,Overweight,PAPRI2023,yes,2023-09-15,False
UNKNOWN,Chinstrap,47.98,17.93,196.1,3272.0,Adult,MALE,Biscoe West,Biscoe,2020-01-01,Underweight,PAPRI2020,yes,2019-12-25,False
CHN-0304,Chinstrap,55.87,18.08,200.8,3387.0,Adult,MALE,Biscoe West,Biscoe,2023-09-03,Underweight,PAPRI2023,yes,2023-08-22,False
UNKNOWN,Gentoo,50.85,16.01,207.3,3842.084374791102,Adult,MALE,Shortcut Point,Shortcut,2023-01-28,UNKNOWN,PAPRI2023,no,1900-01-01,False
CHN-0305,Chinstrap,48.14,17.485,206.8,3363.0,Juvenile,MALE,Shortcut Point,Dream,2021-04-25,Healthy,PAPRI2021,yes,2021-04-21,False
UNKNOWN,Chinstrap,43.39,17.62,199.315,3155.0,Adult,MALE,Dream South,Dream,2022-12-31,Underweight,UNKNOWN,yes,2022-12-27,False
UNKNOWN,UNKNOWN,37.66,18.3,189.6,3922.0,Adult,MALE,UNKNOWN,Dream,2019-12-25,Healthy,PAPRI2019,yes,2019-12-14,False
ADE-0306,Adelie,34.95,17.72,170.0,3245.0,Juvenile,MALE,Dream South,Dream,2021-07-05,UNKNOWN,PAPRI2021,yes,2021-07-04,False
CHN-0306,Chinstrap,44.1,17.485,182.2,3226.0,Adult,MALE,Torgersen North,UNKNOWN,1900-01-01,Healthy,PAPRI2021,yes,2021-05-04,False
UNKNOWN,Adelie,46.84,18.23,201.5,4043.0,Adult,MALE,Shortcut Point,Biscoe,2022-11-04,Overweight,PAPRI2022,UNKNOWN,2022-11-04,False
GEN-0320,Gentoo,49.75,14.08,208.0,3842.084374791102,Adult,MALE,Cormorant East,Shortcut,2024-03-24,Healthy,PAPRI2024,yes,2024-03-11,False
ADE-0307,Adelie,36.47,19.17,197.18,3398.0,Juvenile,MALE,Dream South,UNKNOWN,2022-02-20,Underweight,PAPRI2022,yes,2022-02-07,False
UNKNOWN,Chinstrap,50.07,16.62,192.21,2507.0,Juvenile,MALE,Torgersen North,Torgersen,2024-06-26,Underweight,PAPRI2024,yes,2024-06-19,True
UNKNOWN,Chinstrap,48.53,18.31,193.9,5177.196261949445,Juvenile,UNKNOWN,Torgersen North,Torgersen,2021-09-24,Underweight,PAPRI2021,yes,2021-09-21,False
UNKNOWN,Gentoo,54.82,15.32,217.6,3932.255022539074,Juvenile,MALE,Torgersen North,Biscoe,2023-04-14,Healthy,PAPRI2023,yes,2023-04-13,False
GEN-0321,Gentoo,49.72,14.95,213.9,5650.0,UNKNOWN,MALE,Biscoe West,Biscoe,2024-12-22,Overweight,PAPRI2024,yes,2024-12-19,False
GEN-0322,Gentoo,47.6,13.0,217.1,5961.0,Adult,MALE,Dream South,Biscoe,2021-02-15,Overweight,PAPRI2021,yes,2021-02-12,False
GEN-0323,Gentoo,50.05,15.55,222.8,4725.0,Adult,MALE,Torgersen North,Dream,1900-01-01,Healthy,UNKNOWN,yes,2023-11-01,False
ADE-0308,Adelie,45.16668133802817,18.79,189.9,4009.0,Adult,MALE,Shortcut Point,Shortcut,2019-10-07,Overweight,PAPRI2019,yes,2019-10-07,False
ADE-0309,Adelie,36.68,18.28,196.4,2735.0935914826837,Chick,MALE,Biscoe West,Biscoe,2023-03-10,Underweight,PAPRI2023,yes,2023-02-28,False
CHN-0307,Chinstrap,44.35,17.77,186.6,3242.0,Adult,FEMALE,Dream South,UNKNOWN,2024-06-17,Underweight,PAPRI2024,yes,2024-06-10,False
CHN-0308,Chinstrap,45.96,17.485,180.6,3247.0,Adult,FEMALE,UNKNOWN,UNKNOWN,2021-05-28,Underweight,PAPRI2021,no,1900-01-01,False
UNKNOWN,Chinstrap,46.39,18.2,197.3,3267.0,Adult,FEMALE,Dream South,Dream,2020-05-25,Underweight,UNKNOWN,yes,2020-05-15,False
ADE-0310,Adelie,34.48,15.54,190.2,3323.0,Adult,FEMALE,Dream South,UNKNOWN,2024-06-16,Healthy,UNKNOWN,yes,2024-06-10,False
GEN-0324,Gentoo,43.77,15.34,212.8,4662.51169021725,Juvenile,MALE,Torgersen North,Torgersen,2024-09-26,Healthy,PAPRI2024,no,1900-01-01,False
UNKNOWN,Chinstrap,45.6,19.37,199.315,3320.0,Adult,FEMALE,Torgersen North,UNKNOWN,2022-02-17,Healthy,PAPRI2022,yes,2022-02-13,False
CHN-0309,Chinstrap,51.92,18.59,199.0,2757.389350268112,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2021,yes,2021-06-09,False
ADE-0311,Adelie,38.08,16.93,186.6,3313.0,Adult,FEMALE,Dream South,Dream,2020-06-21,Healthy,PAPRI2020,yes,2020-06-10,False
UNKNOWN,Adelie,33.1,20.41,185.5,2500.0,Chick,MALE,Cormorant East,Torgersen,1900-01-01,Underweight,PAPRI2024,UNKNOWN,2024-11-10,True
GEN-0325,Gentoo,51.51,15.77,221.8,4610.0,Juvenile,FEMALE,Torgersen North,Torgersen,2020-08-17,Healthy,PAPRI2020,yes,2020-08-06,False
ADE-0312,Adelie,43.53,18.35,191.7,2668.0,Juvenile,FEMALE,Torgersen North,Torgersen,2020-12-15,Underweight,PAPRI2020,yes,2020-12-15,False
ADE-0313,UNKNOWN,37.46,17.485,183.3,3795.67,Adult,MALE,Cormorant East,Cormorant,2022-07-24,Healthy,UNKNOWN,yes,2022-07-22,False
UNKNOWN,Chinstrap,45.16668133802817,16.78,190.5,3178.0,Juvenile,MALE,Dream South,Dream,2021-02-18,UNKNOWN,PAPRI2021,UNKNOWN,2021-02-12,False
GEN-0326,Gentoo,46.64,16.18,215.5,4873.0,UNKNOWN,MALE,Dream South,Dream,2024-07-31,Healthy,PAPRI2024,yes,2024-07-20,False
UNKNOWN,Gentoo,46.08,15.96,224.8,5653.0,Adult,MALE,Cormorant East,Cormorant,2020-04-13,Overweight,PAPRI2020,yes,2020-04-10,True
GEN-0327,Gentoo,50.52,13.0,213.2,5148.0,Adult,MALE,UNKNOWN,UNKNOWN,1900-01-01,Healthy,PAPRI2021,no,1900-01-01,False
UNKNOWN,Gentoo,46.4,15.64,209.0,5742.0,Adult,MALE,Biscoe West,Biscoe,2022-01-10,Overweight,PAPRI2022,yes,2021-12-27,False
GEN-0329,Gentoo,45.02,13.3,199.315,3603.0,Juvenile,FEMALE,Dream South,Dream,2023-10-30,Underweight,PAPRI2024,yes,2023-10-22,False
GEN-0330,Gentoo,60.0,13.0,223.7,4074.0,Juvenile,MALE,Torgersen North,Torgersen,2021-12-22,Healthy,PAPRI2021,yes,2021-12-15,False
GEN-0331,Gentoo,57.02,14.95,212.5,6067.0,Adult,MALE,Torgersen North,Torgersen,2020-04-13,Healthy,PAPRI2020,UNKNOWN,2020-04-06,False
UNKNOWN,Gentoo,47.32,15.79,199.315,3984.0,Juvenile,MALE,Torgersen North,UNKNOWN,2022-05-27,Healthy,PAPRI2022,UNKNOWN,2022-05-15,False
ADE-0314,Adelie,39.12,17.36,190.7,4191.0,Adult,MALE,UNKNOWN,Torgersen,2024-06-04,Healthy,PAPRI2024,yes,2024-05-26,False
GEN-0332,Gentoo,48.46,17.485,226.4,2532.0,Chick,MALE,Dream South,Dream,2023-12-25,Underweight,PAPRI2023,yes,2023-12-18,False
UNKNOWN,Chinstrap,50.96,18.12,198.7,2609.0,Juvenile,FEMALE,Shortcut Point,Shortcut,2022-08-19,Underweight,PAPRI2022,yes,2022-08-08,False
ADE-0315,Adelie,38.05,17.39,181.8,3710.0,Adult,MALE,Shortcut Point,Shortcut,2023-12-29,Sick,PAPRI2023,yes,2023-12-22,False
ADE-0316,Adelie,37.45,18.31,196.5,4376.863675631212,Adult,FEMALE,Torgersen North,Torgersen,2020-07-13,UNKNOWN,PAPRI2020,yes,2020-07-07,False
UNKNOWN,Adelie,37.23,20.01,185.9,3430.0,Adult,FEMALE,Torgersen North,Torgersen,2022-09-05,Healthy,PAPRI2022,yes,2022-08-27,False
UNKNOWN,Gentoo,46.66,14.8,214.5,3731.0,Juvenile,MALE,Torgersen North,Torgersen,2024-04-01,Underweight,PAPRI2024,UNKNOWN,2024-03-24,False
UNKNOWN,Gentoo,52.42,14.52,199.315,5311.0,Adult,MALE,UNKNOWN,Torgersen,1900-01-01,UNKNOWN,PAPRI2024,yes,2024-11-27,True
ADE-0317,UNKNOWN,42.74,20.41,195.7,4730.414449347727,Adult,FEMALE,UNKNOWN,Torgersen,2022-01-30,Healthy,PAPRI2022,no,1900-01-01,False
CHN-0310,Chinstrap,51.68,19.67,193.8,4219.74761346747,Juvenile,FEMALE,Biscoe West,Biscoe,2021-08-08,Underweight,PAPRI2021,yes,2021-07-30,False
UNKNOWN,Adelie,44.86,14.31,199.315,4076.0,Adult,MALE,Torgersen North,Torgersen,2021-09-06,Healthy,PAPRI2021,yes,2021-09-02,False
UNKNOWN,Chinstrap,46.96,20.23,204.0,3828.0,Adult,MALE,Cormorant East,Cormorant,2021-06-18,Overweight,PAPRI2021,yes,2021-06-04,True
CHN-0311,Chinstrap,54.15,17.485,195.6,3970.0,Adult,MALE,Biscoe West,Biscoe,2020-04-28,Overweight,PAPRI2020,yes,2020-04-24,False
GEN-0333,Gentoo,49.0,13.62,228.19,2500.0,Adult,MALE,UNKNOWN,Torgersen,1900-01-01,Healthy,PAPRI2024,yes,2024-01-03,True
GEN-0334,Gentoo,45.16668133802817,17.485,214.7,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,2023-03-15,Healthy,PAPRI2023,yes,2023-03-13,False
UNKNOWN,Adelie,40.87,17.78,193.0,3405.0,Adult,MALE,Cormorant East,Cormorant,2020-07-20,Healthy,UNKNOWN,yes,2020-07-15,False
UNKNOWN,Adelie,33.65,19.55,202.0,3842.084374791102,Chick,MALE,Cormorant East,Cormorant,2022-03-19,Underweight,PAPRI2022,yes,2022-03-15,False
GEN-0335,Gentoo,50.65,15.19,217.9,3275.0,Juvenile,FEMALE,Cormorant East,Cormorant,2023-09-16,Underweight,PAPRI2023,yes,2023-09-08,False
UNKNOWN,Chinstrap,45.16668133802817,17.485,202.9,4253.0,Adult,MALE,Dream South,UNKNOWN,2020-09-05,UNKNOWN,PAPRI2020,UNKNOWN,2020-08-25,False
UNKNOWN,Adelie,36.88,18.58,199.315,3706.94200192686,UNKNOWN,FEMALE,Cormorant East,Shortcut,2023-08-04,Underweight,PAPRI2023,yes,2023-07-25,False
UNKNOWN,Chinstrap,48.36,17.24,182.5,3896.0,Adult,MALE,Torgersen North,Torgersen,2024-01-26,Healthy,PAPRI2024,yes,2024-01-23,True
UNKNOWN,Gentoo,37.11,16.22,221.4,5502.0,Adult,MALE,Biscoe West,Biscoe,2021-11-22,Healthy,PAPRI2021,yes,2021-11-22,False
ADE-0319,Adelie,38.1,16.01,183.9,3937.0,Adult,FEMALE,Dream South,Dream,2021-08-03,Healthy,PAPRI2021,no,1900-01-01,False
GEN-0336,Gentoo,48.53,16.29,199.315,4880.132331255406,Adult,FEMALE,Shortcut Point,Shortcut,2023-05-07,Healthy,UNKNOWN,yes,2023-04-26,False
UNKNOWN,Gentoo,41.88,13.46,199.315,5023.0,Adult,MALE,Torgersen North,Torgersen,2024-05-13,Overweight,PAPRI2024,no,1900-01-01,False
UNKNOWN,Chinstrap,46.25,19.88,192.7,4237.0,Adult,MALE,Dream South,Dream,2023-12-16,Overweight,PAPRI2023,yes,2023-12-11,True
ADE-0320,Adelie,35.34,16.86,189.6,4517.0,Adult,MALE,Biscoe West,Biscoe,2020-09-27,Overweight,UNKNOWN,yes,2020-09-21,False
UNKNOWN,Adelie,36.43,16.29,188.6,3845.0,Adult,MALE,Torgersen North,Torgersen,2024-07-22,Healthy,PAPRI2024,yes,2024-07-19,True
UNKNOWN,Gentoo,43.73,15.85,216.7,3842.084374791102,Chick,MALE,Biscoe West,Biscoe,2024-07-03,Underweight,PAPRI2024,yes,2024-07-01,False
UNKNOWN,Gentoo,40.4,15.22,211.1,4812.0,Adult,FEMALE,Biscoe West,Biscoe,2022-01-30,Healthy,PAPRI2022,no,1900-01-01,False
ADE-0321,Adelie,33.75,17.02,184.1,4119.0,Adult,MALE,Cormorant East,Cormorant,2020-03-20,Overweight,UNKNOWN,yes,2020-03-11,False
ADE-0322,Adelie,43.53,17.85,184.5,3906.0,Adult,MALE,Biscoe West,Biscoe,2024-06-20,UNKNOWN,PAPRI2024,yes,2024-06-16,False
UNKNOWN,Gentoo,46.61,17.485,216.5,4847.0,Juvenile,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2023,yes,2023-08-26,True
ADE-0323,Adelie,38.86,19.34,191.3,3111.0,Juvenile,FEMALE,Shortcut Point,Shortcut,2023-01-23,Underweight,PAPRI2023,yes,2023-01-21,False
ADE-0324,Adelie,40.76,15.74,185.4,3666.0,Adult,MALE,Torgersen North,Torgersen,2021-06-22,Healthy,UNKNOWN,yes,2021-06-08,False
ADE-0325,Adelie,37.37,17.485,170.0,3628.0,Adult,FEMALE,Biscoe West,UNKNOWN,2023-09-15,UNKNOWN,PAPRI2023,yes,2023-09-06,False
CHN-0313,Chinstrap,47.15,18.51,192.7,4400.0,Adult,MALE,Dream South,Dream,2020-09-27,Overweight,PAPRI2020,yes,2020-09-20,False
UNKNOWN,Chinstrap,53.31,17.32,200.8,3740.0,Adult,FEMALE,Torgersen North,Torgersen,2024-05-25,Healthy,PAPRI2024,yes,2024-05-25,True
UNKNOWN,Gentoo,45.69,17.485,204.8,4612.0,Adult,FEMALE,Dream South,Dream,2021-09-10,Healthy,PAPRI2021,yes,2021-09-06,True
ADE-0326,Adelie,36.49,17.8,191.8,3683.0,Adult,MALE,Dream South,UNKNOWN,2023-11-30,Healthy,PAPRI2023,yes,2023-11-18,False
ADE-0327,Adelie,35.59,21.0,189.9,3639.0,Adult,MALE,Torgersen North,UNKNOWN,2022-08-24,Healthy,UNKNOWN,yes,2022-08-22,False
CHN-0314,Chinstrap,52.38,18.56,192.6,3802.0,Adult,MALE,Biscoe West,Biscoe,2021-07-22,UNKNOWN,PAPRI2021,no,1900-01-01,False
ADE-0328,Adelie,42.0,15.56,185.9,4219.0,Adult,MALE,Torgersen North,Torgersen,1900-01-01,UNKNOWN,PAPRI2020,yes,2020-10-11,True
UNKNOWN,Gentoo,46.26,13.93,199.315,3842.084374791102,Chick,MALE,Torgersen North,Torgersen,2022-04-22,Underweight,PAPRI2022,UNKNOWN,2022-04-11,False
UNKNOWN,Chinstrap,49.47,17.485,213.6,3842.084374791102,Juvenile,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2023,yes,2023-02-08,True
ADE-0329,Adelie,38.04,17.485,191.0,3710.0,Adult,MALE,Shortcut Point,Shortcut,2024-10-18,Overweight,PAPRI2024,no,1900-01-01,False
CHN-0315,Chinstrap,55.69,17.82,194.4,4175.0,Adult,MALE,UNKNOWN,Shortcut,2024-12-01,Overweight,PAPRI2024,no,1900-01-01,False
UNKNOWN,Gentoo,52.83,13.02,217.8,5026.0,Adult,UNKNOWN,Torgersen North,Torgersen,2020-06-23,Healthy,PAPRI2020,yes,2020-06-23,True
ADE-0330,Adelie,39.18,20.91,195.7,3480.0,Chick,MALE,Dream South,Dream,2022-04-27,Healthy,PAPRI2022,yes,2022-04-17,False
ADE-0331,Adelie,35.37,20.13,205.4,3013.0,Juvenile,MALE,UNKNOWN,UNKNOWN,2021-01-26,UNKNOWN,PAPRI2021,yes,2021-01-15,False
ADE-0332,Adelie,43.5,18.53,178.5,3374.0,Adult,MALE,UNKNOWN,Torgersen,2019-10-11,Healthy,PAPRI2019,yes,2019-10-04,False
GEN-0337,Gentoo,50.82,13.0,215.8,6247.0,Adult,MALE,Biscoe West,Biscoe,2023-06-30,Overweight,PAPRI2023,yes,2023-06-27,False
UNKNOWN,Adelie,35.33,18.38,200.7,2500.0,Adult,MALE,Dream South,Dream,2024-06-07,Critical,PAPRI2021,yes,2021-12-14,False
UNKNOWN,Gentoo,48.24,15.67,213.2,5790.0,Adult,MALE,Biscoe West,Biscoe,2021-09-10,Overweight,PAPRI2021,no,1900-01-01,True
UNKNOWN,Adelie,39.66,19.63,186.5,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2021,yes,2021-10-25,True
GEN-0338,Gentoo,49.56,14.27,199.315,4980.0,Adult,MALE,Biscoe West,Biscoe,2020-07-09,Healthy,PAPRI2020,yes,2020-07-05,False
UNKNOWN,Chinstrap,49.76,20.7,195.9,3859.0,Adult,MALE,Torgersen North,Torgersen,2021-05-06,Healthy,PAPRI2021,yes,2021-04-29,True
ADE-0334,Adelie,39.71,17.29,196.9,3791.0,Adult,FEMALE,Torgersen North,Torgersen,2023-07-29,Healthy,PAPRI2023,UNKNOWN,2023-07-17,False
UNKNOWN,Adelie,39.98,19.0,191.6,3842.084374791102,Adult,MALE,Dream South,UNKNOWN,2022-01-06,Healthy,PAPRI2022,no,1900-01-01,False
UNKNOWN,Adelie,40.74,21.0,189.5,3700.0,Adult,FEMALE,Torgersen North,UNKNOWN,2023-06-01,Healthy,PAPRI2023,yes,2023-05-20,False
UNKNOWN,Adelie,40.84,18.34,190.0,2765.0,Juvenile,MALE,UNKNOWN,Dream,1900-01-01,Underweight,PAPRI2023,yes,2023-02-10,True
CHN-0316,Chinstrap,50.08,20.67,195.0,3842.084374791102,Adult,MALE,Cormorant East,Cormorant,2021-10-17,Underweight,UNKNOWN,yes,2021-10-11,False
UNKNOWN,Gentoo,48.8,13.0,222.2,6269.0,Adult,MALE,Cormorant East,Cormorant,2021-08-21,Overweight,PAPRI2021,yes,2021-08-17,False
ADE-0337,Adelie,41.24,18.06,199.3,3489.0,Adult,MALE,Dream South,Dream,2022-03-09,Underweight,PAPRI2022,yes,2022-02-24,False
UNKNOWN,Chinstrap,45.16668133802817,17.97,195.4,2500.0,Chick,MALE,Dream South,Dream,2021-10-26,Underweight,UNKNOWN,yes,2021-10-22,False
ADE-0338,Adelie,44.11,18.34,198.1,2842.0,Juvenile,MALE,Dream South,Dream,2022-04-02,Underweight,PAPRI2022,yes,2022-03-24,False
ADE-0339,Adelie,38.61,21.0,199.315,2500.0,Chick,MALE,Dream South,Dream,2021-02-21,Underweight,UNKNOWN,yes,2021-02-19,False
UNKNOWN,Gentoo,45.62,13.63,217.7,4832.0,Adult,MALE,Torgersen North,Torgersen,2021-09-07,Healthy,PAPRI2021,yes,2021-09-04,False
GEN-0339,Gentoo,50.59,13.91,210.1,4458.0,Adult,FEMALE,Cormorant East,UNKNOWN,2021-11-02,Sick,PAPRI2021,yes,2021-10-22,False
UNKNOWN,Adelie,37.57,18.91,193.0,2611.1,Adult,FEMALE,Dream South,Dream,1900-01-01,Underweight,UNKNOWN,yes,2019-11-04,True
UNKNOWN,Gentoo,50.95,15.39,216.7,2978.0,Chick,MALE,Biscoe West,Biscoe,2020-05-26,Underweight,PAPRI2020,yes,2020-05-22,False
GEN-0341,Gentoo,46.15,13.89,230.0,4432.0,Adult,MALE,Dream South,Dream,2021-11-05,Healthy,PAPRI2021,yes,2021-10-22,False
CHN-0318,Chinstrap,53.64,17.23,187.2,3556.0,Adult,MALE,Torgersen North,Torgersen,2023-02-20,Healthy,UNKNOWN,yes,2023-02-16,False
CHN-0319,Chinstrap,50.9,18.31,199.315,3023.0,Juvenile,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2023,yes,2023-05-29,False
UNKNOWN,Gentoo,49.61,16.56,199.315,4170.0,Juvenile,FEMALE,Dream South,Dream,2020-12-26,Underweight,PAPRI2020,yes,2020-12-17,False
CHN-0320,Chinstrap,59.0,19.66,212.6,3939.0,Adult,UNKNOWN,Shortcut Point,Biscoe,1900-01-01,Overweight,PAPRI2022,no,1900-01-01,True
CHN-0321,Chinstrap,47.9,17.76,204.5,3510.0,Adult,FEMALE,Dream South,Dream,2020-12-05,Healthy,PAPRI2020,yes,2020-11-29,False
UNKNOWN,Chinstrap,46.82,17.485,199.315,3409.0,UNKNOWN,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2020,yes,2020-03-04,True
UNKNOWN,Adelie,35.3,17.17,198.6,3243.0,Adult,FEMALE,Torgersen North,Torgersen,2023-12-16,UNKNOWN,PAPRI2023,yes,2023-12-16,True
ADE-0340,Adelie,45.16668133802817,18.59,186.7,3081.0,Juvenile,FEMALE,Biscoe West,Dream,2022-01-28,Underweight,PAPRI2022,yes,2022-01-24,False
UNKNOWN,Gentoo,44.87,15.62,218.6,5626.0,Adult,MALE,Biscoe West,UNKNOWN,2021-11-14,Overweight,PAPRI2021,yes,2021-11-13,False
UNKNOWN,Chinstrap,46.29,19.56,203.4,3522.0,Adult,MALE,Torgersen North,Shortcut,2020-09-30,Healthy,PAPRI2020,yes,2020-09-19,False
CHN-0323,Chinstrap,47.69,20.94,190.5,3971.0,Adult,FEMALE,Biscoe West,Biscoe,2021-07-16,Overweight,PAPRI2020,yes,2021-07-06,False
GEN-0342,Gentoo,48.98,14.87,214.6,4025.0,Adult,FEMALE,Shortcut Point,Shortcut,2021-01-04,Underweight,PAPRI2021,yes,2020-12-28,False
CHN-0324,Chinstrap,52.78,18.73,198.6,3988.0,Adult,MALE,Cormorant East,Cormorant,2020-09-28,Overweight,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,47.77,17.485,194.3,3801.0,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2020,yes,2020-04-13,True
CHN-0325,Chinstrap,50.55,19.23,199.315,2500.0,UNKNOWN,MALE,Biscoe West,Torgersen,2023-02-09,Underweight,PAPRI2023,yes,2023-02-09,False
CHN-0326,Chinstrap,53.03,18.62,186.8,2872.0,Juvenile,MALE,Biscoe West,Biscoe,2023-08-02,Underweight,PAPRI2023,yes,2023-07-22,False
UNKNOWN,Gentoo,57.33,15.45,220.4,5238.0,Adult,MALE,Cormorant East,Biscoe,2024-08-03,UNKNOWN,PAPRI2024,yes,2024-07-27,False
CHN-0327,Chinstrap,46.72,19.42,195.2,3059.0,Juvenile,MALE,Biscoe West,Biscoe,2021-07-22,UNKNOWN,PAPRI2021,yes,2021-07-22,False
UNKNOWN,Adelie,45.16668133802817,18.04,199.315,3185.0,Adult,MALE,Dream South,Dream,2022-03-27,Underweight,PAPRI2022,yes,2022-03-20,True
UNKNOWN,Gentoo,50.66,14.68,215.6,5160.0,UNKNOWN,MALE,Biscoe West,Biscoe,2024-08-21,Healthy,PAPRI2024,yes,2024-08-14,False
